SEARCH_HISTORY_ID,SEARCH_KEYWORD,search_date,SEARCH_TYPE,member_id
6518955,서울 마포구,2023/10/02,location,996373
1687696,서울 마포구,2023/10/01,location,866145
3028711,서울 마포구,2023/09/29,location,967836
1057764,서울 마포구,2023/09/28,location,191858
2635188,인천 중구,2023/10/02,location,556096
8951433,서울 중구,2023/09/30,location,354461
1643250,서울 중구,2023/09/30,location,407125
7006010,서울 중구,2023/10/05,location,982324
7191698,서울 중구,2023/10/03,location,379422
6280224,서울 서대문구,2023/09/29,location,965052
5628220,인천 강화군,2023/10/03,location,852489
6052077,서울 서초구,2023/10/01,location,685005
8482013,서울 영등포구,2023/10/04,location,425610
7935042,서울 동대문구,2023/09/29,location,973108
5532060,서울 동대문구,2023/10/05,location,778198
4834205,인천 부평구,2023/10/05,location,364455
1332795,서울 종로구,2023/09/28,location,146647
2358302,서울 종로구,2023/10/01,location,894602
5822397,서울 종로구,2023/10/02,location,588004
4842148,서울 양천구,2023/10/04,location,962454
7796795,서울 양천구,2023/09/30,location,767706
3102147,서울 종로구,2023/09/29,location,377164
8746487,서울 종로구,2023/10/01,location,625925
8358434,서울 종로구,2023/09/30,location,511006
6894055,서울 서초구,2023/10/01,location,114150
2722114,서울 서초구,2023/10/01,location,903236
3470450,인천 미추홀구,2023/10/04,location,356713
2640559,인천 미추홀구,2023/09/30,location,779278
2730031,서울 강남구,2023/10/02,location,778056
5229398,인천 강화군,2023/09/28,location,790096
2217462,서울,2023/09/30,location,293861
4527822,서울 송파구,2023/10/04,location,354677
8448067,서울 강남구,2023/09/29,location,717324
1846149,서울 강남구,2023/10/03,location,625759
9065536,서울 강남구,2023/09/30,location,540945
7750992,서울,2023/09/30,location,342841
8100396,서울 송파구,2023/09/30,location,236653
1445914,서울 송파구,2023/10/05,location,553550
1428682,인천 연수구,2023/10/05,location,869637
2695717,인천 연수구,2023/10/05,location,667250
5354496,인천 옹진군,2023/09/29,location,536028
2109045,서울 강동구,2023/10/02,location,698127
7758832,서울 강동구,2023/09/29,location,119992
8303726,경기도 용인시,2023/10/02,location,475352
7962020,경기도 성남시,2023/10/01,location,169467
4737089,경기도 성남시,2023/09/28,location,790340
3494177,서울 강남구,2023/09/28,location,599705
9763357,서울 강남구,2023/09/29,location,819454
4773865,서울 강남구,2023/09/30,location,387912
2340744,서울 강남구,2023/09/29,location,844653
8952949,서울 중구,2023/10/04,location,827564
9228883,서울 송파구,2023/10/05,location,280935
7097395,서울 서대문구,2023/09/29,location,443433
5577651,서울 서대문구,2023/10/05,location,837410
2099293,서울 서대문구,2023/10/03,location,412578
7335107,서울 서대문구,2023/09/30,location,293734
8650853,서울 서대문구,2023/09/30,location,624458
9109450,서울 강남구,2023/09/29,location,570648
8679765,서울 강서구,2023/09/30,location,691480
9597289,서울 강서구,2023/10/03,location,836191
3332114,서울 광진구,2023/09/28,location,508874
2002025,서울 용산구,2023/10/02,location,605565
1773267,서울 용산구,2023/10/05,location,544734
7649507,서울 중구,2023/09/30,location,705742
2104178,서울,2023/09/29,location,834895
1642490,서울,2023/10/05,location,777277
7786235,인천 강화군,2023/10/05,location,704910
2203012,서울 중구,2023/09/28,location,797794
3121955,서울 마포구,2023/09/28,location,662430
6323563,경기도 의정부시,2023/09/30,location,626974
7176509,서울 강남구,2023/10/05,location,649150
9555529,경기도 가평군,2023/10/01,location,825852
2639950,경기도 가평군,2023/10/05,location,281463
7935802,경기도 가평군,2023/10/04,location,927233
9229765,경기도 고양시,2023/10/05,location,809898
7848306,서울 강동구,2023/10/02,location,505070
7366935,경기도 파주시,2023/10/03,location,652228
7122236,경기도 김포시,2023/10/01,location,129028
9385801,경기도 안산시,2023/10/03,location,643402
8169127,경기도 안산시,2023/10/03,location,185621
1065189,서울 중구,2023/10/05,location,720063
6741037,서울 종로구,2023/10/02,location,261903
2449596,서울 종로구,2023/10/04,location,409335
6619449,서울 종로구,2023/10/05,location,735689
8719660,서울 종로구,2023/10/01,location,858982
8063256,서울 동작구,2023/10/01,location,476299
3718888,서울 성북구,2023/09/30,location,594800
9803119,서울 성북구,2023/10/03,location,213601
6172561,서울 성북구,2023/10/03,location,226686
5719178,서울 강남구,2023/09/30,location,309361
2166606,인천 중구,2023/09/30,location,262644
2044117,서울 강동구,2023/10/05,location,244775
4478263,서울 강동구,2023/09/30,location,551542
5438175,서울,2023/10/02,location,202688
2468295,서울 강남구,2023/10/04,location,392439
4209363,경기도 파주시,2023/09/30,location,825034
7945253,서울 서초구,2023/09/30,location,819683
3287271,서울 도봉구,2023/09/29,location,580505
4353020,서울 종로구,2023/10/03,location,689136
7692213,서울 종로구,2023/10/03,location,706918
2900379,인천 서구,2023/09/29,location,579482
9569049,인천 옹진군,2023/10/03,location,127010
2499118,인천 옹진군,2023/09/29,location,889403
3195064,인천 옹진군,2023/10/01,location,542179
9733145,경기도 포천시,2023/10/05,location,416063
8647779,경기도 포천시,2023/09/29,location,895181
9786939,경기도 포천시,2023/10/02,location,353276
5186671,서울 서초구,2023/09/29,location,415504
8659533,인천 강화군,2023/10/03,location,642954
6336582,서울 동대문구,2023/10/01,location,877734
1162501,경기도 포천시,2023/09/29,location,511929
7991069,서울 강남구,2023/09/28,location,118702
9514447,서울 강남구,2023/10/01,location,708000
5017246,서울 성동구,2023/10/02,location,135913
7141313,경기도 고양시,2023/09/28,location,800252
3227247,경기도 안성시,2023/10/03,location,641899
8937509,경기도 가평군,2023/10/04,location,810772
4248504,경기도 성남시,2023/10/03,location,943959
3645491,서울 성동구,2023/09/29,location,746453
2539860,서울 성동구,2023/09/28,location,180904
3928170,서울 성동구,2023/09/29,location,550086
6231863,서울 은평구,2023/09/28,location,115948
8923376,인천 강화군,2023/09/29,location,377187
9752248,인천 강화군,2023/10/01,location,228549
9739774,서울,2023/09/29,location,482380
1085628,경기도 용인시,2023/09/30,location,209415
5392361,서울 양천구,2023/09/28,location,249827
7720486,인천 강화군,2023/10/03,location,192201
5147065,인천 남동구,2023/10/01,location,718293
5952015,경기도 가평군,2023/09/30,location,227485
5676056,경기도 가평군,2023/10/05,location,956037
8533934,인천 강화군,2023/09/30,location,695340
7426366,인천 강화군,2023/09/29,location,667678
7697833,서울 구로구,2023/09/30,location,933832
9684027,서울 중구,2023/09/28,location,202149
3986747,서울 중구,2023/10/03,location,705089
8724090,서울 강남구,2023/10/04,location,291536
7479519,인천 연수구,2023/09/30,location,850728
4127029,서울 영등포구,2023/09/30,location,942789
6608703,경기도 광명시,2023/10/03,location,382587
3869387,서울 종로구,2023/10/02,location,552733
3892694,서울 노원구,2023/10/02,location,767913
